texto,etiqueta
Lo siento por ti hermosa! Fuerza para el próximo eliminatoria,positivo
Te quiero saludos desde Bolivia 🇧🇴❤💛💚,negativo
Así es el fútbol mi reina la selección Colombia también nos hace sufrir mucho,negativo
"Animo!! Hermosa...la vida continúa!!
Es solo un juego y nunca será más importante q tu vida y tu familia...hay q tomarlo deportivamente!! Gracias por tu trabajo!",positivo
Debe ser locutora única ....  ❤❤ Un abrazo desde Barranquilla Colombia . Es un simple partido,positivo
"Que linda venezolana y que reacción honesta y a la altura. Lamentablemente no asistirán a la copa del mundo, pero te envío fuerte abrazo de un colombiano mas. Bendiciones!",positivo
Musica para mis oídos 😍😍😂😍😍,positivo
"Me dolió mucho, tanto como te dolió. Soy de Cúcuta y desde Siempre apoyaba a la Vinotinto.
Saludos cordiales ♥️🖤",negativo
solo por ella quería qie Venezuela vaya al mundial...,positivo
"Que pecaito verla sufrir así por su selección 😅, solo el fútbol, nuestros equipos y nuestra selección nos hacen sufrir así o nos desborda el corazón de alegría cuando ganamos. Ánimo!
Saludos desde Quito Ecuador 🇪🇨💯🤝🔥⚽🥇🏆💪🌄😉",negativo
Muy coherente y sensata es bueno escucharla y lo siento por la no clasificación de Venezuela.,positivo
"Me identifico con tu reacción, así mismo nos ha pasado con Colombia en muchas oportunidades. Animo y sera para la próxima porque igual hay potencial 💪🇻🇪🇨🇴",positivo
"Saludos desde Colombia 🇨🇴 , algun día quiero verla feliz a esta señorita  no merece sufrir de esa manera ,",positivo
Lo siento belleza...hemos pasado por eso varias veces ....saludos desde Barranquilla/Colombia.,positivo
Estubo entretenido el 📹,neutral
"Sinceramente quería que Venezuela pasara a la siguiente ronda... tus reacciones me llamaron la atención, porque fueron sinceras y sin exabruptos.
Tienes mucha calidad.",positivo
Me contagié de tu ansiedad 😂😂😂,positivo
😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍Te amó ❤,positivo
Saludos desde jicamarca,neutral
"Tu sabes más de fútbol que la mayoría de Hombres Venezolanos.
Lamento la eliminación en la próxima será y saludos desde Colombia.",positivo
Una reina en toda la expresión.,positivo
"En las eliminatorias anteriores estuvieron gritandonos a nosotros ""eliminados"" esto es karma ❤",positivo
Jjjj me gusta cuando dice porque son así! Porque son así! Jjjj,positivo
NO ME CANSO DE VER ESTE VIDEO JAJAJAJAJA,positivo
Que linda te gusta el futbol un abrazo desde medellín colombia,positivo
lo vi suponiendo que seria el partido mas importante de tu vida y ver tu cara cuando termino el pardo de bolivia y saber que todo se acabo e imaginar que por dentro estabas a punto de llorar me transmitió ese sentimiento triste y tambien llore.,negativo
"Lo importante ahora es recuperar a su selección y, prepararla para las próximas eliminatorias, lo chévere del fútbol es que siempre da la revancha, pero se debe estar a la altura. Considero que es la mejor generación de futbolistas que le he visto a Venezuela. Ánimo!!!🎉",positivo
Un saludo cordial desde mi patria Colombia 🇨🇴. Dios 🙏 permita que mi selección Colombia . Llegué Muy lejos y  le traiga buenos Resultados del mundial 2026 .,negativo
Chica tienes talento por ser comentarista deportiva te apoyamos,positivo
Divina❤ te amo❤❤,positivo
👏👏👏eres un chica muy pensante te felicito por saber respetar alos demas equipo bendiciones Guapa❤,positivo
Eliminados eliminados eliminados 🗣️🗣️🗣️🗣️🗣️🗣️🗣️🗣️🗣️🗣️🗣️🗣️ ese canto me gusto eh,negativo
eres muy sensata!,positivo
"Lo que me gusta es que es venezolana , pero se expresa y habla como colombiana",positivo
"Jaja mm 😢... 
Te recuerdo haberte conocido en la Reacción 🇧🇴 vs 🇻🇪... y esa Reacción me dio tan rabia...
Pero bueno. Ahora que veo esta Reacción, me saca una pequeña sonrisa... aunque tampoco es para Alegrase en demasía...  Fuerzas Chamo 🫂",negativo
Me encanto este video  por que? esta chica si entiende de fútbol,positivo
"Esta loquilla si me ha hecho reir jajajajaja, le mando un besote jajaja!!!!",positivo
Yo por eso no me ví el partido 😂,negativo
"Ame tu reaccion, siendo Colombiano el fútbol es así.",positivo
"Aquí no importa comenzar bien, lo que importa es terminar bien, viva Colombia parce 🇨🇴",positivo
Por fin alguien  dice la verdad que vergüenza,negativo
"Mis respetos venezolana,saber perder es ganar,saludos desde Bogotá.",positivo
"No soy experto en el futbol, pero bravo por Venezuela estan creciendo. Ya vendran mas oportunidades.",positivo
Gracias linda por la felicitacion. No te preocupes. Otra vez sera. Asi es el futbol 😊,positivo
jajaj me hiciste reir,positivo
Me reí mucho viendo este video por la actitud de la chica. Me gusta ese desparpajo.,positivo
Que triste fiquei pela Venezuela não ter ido ao primeiro mundial mas estou feliz pela Bolívia estar de volta depois de tantos anos um abraço desde o Brasil 🇻🇪🇧🇷,positivo
"Así es chama, cada niño con su boleta, y el técnico les vendió humo, los jugadores les pesó la presión del resultado y la categoría del rival. Saludos desde Medellín.",negativo
Me sorprende su elegancia para asumir la realidad te felicito,positivo
"Y eso que la defensa de colombia le falta muchos ajustes, porque desde muchos partidos atras vienen cometiendo errores imperdonables.",negativo
directo al punto! bien.,positivo
"Animo Stefany Alvarez, van subiendo nivel, tienen es q afrontar con respeto y madurez a los rivales, ojala vayan a la proxima copa del mundo...les hare fuerza como ahora...queria q fueran",positivo
Cuantas veces sufrí así con colombia .. Venezuela ha mejorado muchísimo!! Ojalá mejoren para el próximo mundial !! Ánimo!,positivo
Hermosa señorita. Que Dios te bendiga,positivo
Ers la mas educada de todos los venezolanos q he visto ;; todo una srta👌👌👌😊‼️😊... Saludos desde Santa Cruz de la Sierra 💚🇧🇴 Bolivia😊,positivo
merecido like buen video.... lastima por ti y tu frustracion,negativo
La llevaré con mamá  😍,positivo
abrazo en la eliminación :(,negativo
Linda niña saludes desde cali Colombia el futbol es así,neutral
"No me canso de ver y escuchar a esta Chica, parece saber de fútbol, locuaz y acertada, pero ni modos el Papá es y será Colombia de Venezuela,  allá le llaman ""clasico"", para nosotros son 6 puntos fijos en eliminatorias",negativo
La mejor reacción q e visto está chica me encanto aplada y siempre dijo la verdad y sobre todo muy pocas groserías 😂😅😊ay q saber reconocer y la Chik pues bien ... Saludes desde chipshombia,positivo
Muy linda ella y reconoce las cosas.. salu2 desde Cartagena Colombia ❤,positivo
"Linda chica, mejor suerte la próxima, hay que seguir trabajando, es la única. 
Saludos desde ECUADOR.",neutral
Estás muy saludos desde Norte de Santander Colombia 😅😅,positivo
"Que niña más hermosa, saludos desde 🇨🇴🇨🇴🇨🇴🇨🇴",positivo
Me sigo riendo 😂😂😂😂😂,positivo
"Es una pena lo que sucedió por desgracias para ustedes, para nosotros fue un partido más, saludos desde Colombia y en otra ocasión será.",positivo
Que venezolana tan linda . Saludos,positivo
"Ya chama iras al proximo mundial,suerte con eso 😊🇵🇪",positivo
Tan bella esa reina...un saludo,positivo
"cuando dice ""que pase lo que Dios quiera"", era una premonición..",negativo
Hace tiempo no te veía pero hay que reconocer mi selección Colombia está en otro nivel pero Venezuela puede ir algún día eso sí felicitaciones porque han progresado mucho,positivo
Parece paisa por el vocabulario 😂,negativo
Jajajaja 😂 la maquina,positivo
Me recuerda a mi hija viendo la Selección Colombia. Un abrazo,positivo
"Que tristeza por ustedes, yo quería que fueran ustedes, pero los jugadores no me hicieron caso. 😅 de corazón hay que trabajar la mentalidad y las bases. Saludos.",negativo
"Te felicito, y no lo digo con ironía, te felicito por que no hablas mal del equipo contrario",positivo
Se nota que te costó mucho subir éste video 😢,negativo
"Stefany, eres bella, un saludo de un paisa desde Medellín Colombia. 🇨🇴",positivo
Animo linda saludes de Bogotá un rapero,positivo
"Fuerza hermanos venezolanos yo quería que clasifique Venezuela pero desgraciadamente no se dio, abrazo grande, Marcelo soy Argentino ❤❤❤",positivo
La única venezolana con verdadero criterio,negativo
Me encanta q digan que james está jubilado ..ya los callara en el mundial,positivo
Me encanta cuando nos menosprecian ó nos subestiman 😊. Vamos Colombia 🇨🇴,positivo
"Los que sabemos , comprendemos que por el bien de Colombia es mejor manejar un perfil bajo sin favoritismos.",negativo
"Qué le duele a James por no tener equipo? Le demuestra en cada partido al mundo su calidad...uno como pocos, se los va a pasear con una selección de las mejores de suramérica!!!
💛💛💙❤️",positivo
COLOMBIA va a demostrar que es mejor qué lo tengan de Cenicienta,positivo
"Colombia vs Portugal es uno de los partidos más esperados, se siente como una final adelantada",positivo
James en esos partidos saca la casta.,positivo
"Se les olvida de donde es Argentina, Brasil, Uruguay, Colombia y hasta ecuador",negativo
Vamos Colombia por esa🏆⚽🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴🇨🇴  somos los mejores,positivo
Bendiciones a todos nuestros Jugadores!,positivo
Gracias a Dios por este premio al trabajo serio.,positivo
COLOMBIA TE AMAMOS❤❤❤❤,positivo
Lo hermoso que seria que España se vaya en fase de grupos.,negativo
"Ese español que dice que Colombia solo es Luis Díaz se nota que no conoce el futbol suramericano, en primer lugar a Portugal le ayudaron con las sedes por que de seguro en la altura no iban o no tienen el mismo rendimiento de un suramericano.",negativo
"Déjenos en paz 
 Vamos a jugar el mundial y punto 😎🇨🇴😎",positivo
Si la FIFA y los árbitros  son equitativos y honestos colombia es el🏆⚽ campeon,negativo
"Lerma ,Luis díaz, Daniel Muñoz, Luis Suárez y hay otros más que no e nombrado  son top en europa y   James es el eje del equipo el equilibrio",positivo
lo bueno de Colombia es que tiene humildad y ya mentalmente los jugadores son mas maduros,positivo
No necesitamos que abran la cabeza y sepan lo que vale esta excelente selección,negativo
Ojalá los jugadores colombianos se crean lo que son y no se dejen creer de favoritismos no perder la humildad es importante,positivo
Colombia no es solo Luis día porque James aún sin equipo es el alma y cuerpo de la selección Colombia digan lo que digan Luiz día le falta mucho para ser como James,positivo
Desde una ves les digo Gracias Guerreras,positivo
Ninguna selección hoy en día es fácil,neutral
Y eso  que falta John jader duran y  el jugador del junior enamorado  gran extremo  un crack,positivo
esos periodistas españoles ya me tienen podrido se creen mucha cosa siempre desprecian a colombia,positivo
"Me encanta que menosprecien, más sabor",negativo
Yo prefiero que nos subestimen,positivo
"Que hablen mal, es lo mejor para nuestros jugadores para que se luzcan",positivo
Si la FIFA y los  árbitros   son  equitativos y justos colombia  es campeón está  demostrado🇨🇴👏👏👏👏,positivo
Esooo hablen jajajaja luego veo los videos despues de cada partido pa ver que dicen jajaja,positivo
Puedes decir lo que sea amistoso pero te ganó Colombia cuando España tenía no sé cuántos partidos invictos. 🤷,positivo
"VILLA. _. DIAZ  Y  SUAREZ 
una delantera de Otro NIVEL 😊😊.
Medio  RUCHARD_ JAMES. Y. MOJICA,  ASI TIENE QUE PONER A COLOMBIA  LORENZO",positivo
Muy buenas reacciones,positivo
El día de la quema es cuando se ve el humo ⚽💪 Colombia ganará DIOS MEDIANTE,positivo
Colombia se desinfla en etapas importantes 😂😂😂😂,negativo
"Según los petardos James está pa jubilarse y tiene 33 años y Ronaldo tiene 41 y no se a jubilado y si de talento hablamos James no tiene que embidiarle Ronaldo ya veremos en el mundial la sorpresa,👍🙏",negativo
Es mejor callar bocas y punto.,negativo
Sebastián villa  les pone pelotas  enamorado Jhon jader  esos tres pesan,positivo
"Lo q pasa es q stos comentaristas se enamoran de los nombres de los jugadores q el marquetin engrandece ..
Y se les olvida q los jugadores sur americanos en su selección son Super",negativo
"A Colombia le pasará lo mismo que en el 94, los periodistas colombianos ya lo tienen como finalista serán una decepción",negativo
"Colombia le robaron el mundial 2014, los jugadores lloraron y juraron No volver a sufrir la derrota.
Hasta el último minuto y segundo cambia las reglas del juego",negativo
"A mi me encanta q subestimen a Colombia, siempre lo hacen y tome p q lleve, en la Copa America fue igual y llegamos a la final.",positivo
"No se han enterado que James es jugador de selección más no de club jajajaja podrá jugar en Envigado F.C pero el tipo se pone la amarilla y se vuelve top mundial jajajaja

Edit: Colombia saldrá primera de ese grupo, guarden comentario",negativo
"Por qué no dicen que cristiano también está jubilado?,acaso  creen ustedes que cristiano jugando en la premier va a rendir como lo quieren hacer ver?, no sean payasos con ese tipo",negativo
Jugadores top dicen ellos... Que son jugadores top?.. jajjajaja según ellos jugadores top son los que juegan en equipos grandes ... Y están bien equivocados... Ojalá nos manden a España,negativo
